station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
SCH,2020-07-09 12:46,71.60,71.60,100.00,0.00,0.00,0.00,30.03,M,3.00,M,OVC,M,M,M,500.00,M,M,M,BR,M,M,M,M,M,M,71.60,KSCH 091246Z 00000KT 3SM BR OVC005 22/22 A3003,M
SCH,2020-07-09 13:57,75.20,71.60,88.59,0.00,0.00,0.00,30.03,M,7.00,M,OVC,M,M,M,900.00,M,M,M,M,M,M,M,M,M,M,75.20,KSCH 091357Z 00000KT 7SM OVC009 24/22 A3003,M
SCH,2020-07-09 14:15,75.20,71.60,88.59,0.00,0.00,0.00,30.03,M,7.00,M,BKN,M,M,M,1100.00,M,M,M,M,M,M,M,M,M,M,75.20,KSCH 091415Z 00000KT 7SM BKN011 24/22 A3003,M
SCH,2020-07-09 14:52,80.60,71.60,74.11,230.00,3.00,0.00,30.02,M,7.00,M,FEW,M,M,M,15000.00,M,M,M,M,M,M,M,M,M,M,84.57,KSCH 091452Z 23003KT 7SM FEW150 27/22 A3002,M
SCH,2020-07-09 15:50,86.00,69.80,58.55,170.00,5.00,0.00,29.99,M,10.00,M,SCT,M,M,M,200.00,M,M,M,M,M,M,M,M,M,M,90.58,KSCH 091550Z 17005KT 10SM SCT002 30/21 A2999,M
SCH,2020-07-09 16:59,89.60,69.80,52.23,0.00,0.00,0.00,29.99,M,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,94.85,KSCH 091659Z 00000KT 15SM CLR 32/21 A2999,M
SCH,2020-07-09 17:59,89.60,66.20,46.14,140.00,3.00,0.00,29.98,M,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,92.27,KSCH 091759Z 14003KT 15SM CLR 32/19 A2998,M
SCH,2020-07-09 18:50,91.40,66.20,43.61,140.00,4.00,0.00,29.97,M,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,94.29,KSCH 091850Z 14004KT 15SM CLR 33/19 A2997,M
SCH,2020-07-09 19:50,93.20,64.40,38.73,160.00,4.00,0.00,29.96,M,15.00,M,FEW,FEW,M,M,3500.00,25000.00,M,M,M,M,M,M,M,M,M,95.20,KSCH 091950Z 16004KT 15SM FEW035 FEW250 34/18 A2996,M
SCH,2020-07-09 20:46,93.20,62.60,36.35,160.00,4.00,0.00,29.95,M,15.00,M,FEW,FEW,M,M,3000.00,25000.00,M,M,M,M,M,M,M,M,M,94.20,KSCH 092046Z 16004KT 15SM FEW030 FEW250 34/17 A2995,M
SCH,2020-07-09 21:52,93.20,64.40,38.73,90.00,4.00,0.00,29.94,M,15.00,M,FEW,FEW,M,M,3000.00,25000.00,M,M,M,M,M,M,M,M,M,95.20,KSCH 092152Z 09004KT 15SM FEW030 FEW250 34/18 A2994,M
SCH,2020-07-10 00:49,84.20,66.20,54.80,90.00,4.00,0.00,29.95,M,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,86.50,KSCH 100049Z 09004KT 15SM CLR 29/19 A2995,M
SCH,2020-07-10 01:54,82.40,68.00,61.81,0.00,0.00,0.00,29.96,M,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,85.38,KSCH 100154Z 00000KT 15SM CLR 28/20 A2996 RMK LAST,M
SCH,2020-07-10 11:58,75.20,69.80,83.32,150.00,3.00,0.00,30.00,M,10.00,M,SCT,M,M,M,1000.00,M,M,M,M,M,M,M,M,M,M,75.20,KSCH 101158Z 15003KT 10SM SCT010 24/21 A3000 RMK FIRST,M
SCH,2020-07-10 12:58,78.80,69.80,73.95,0.00,0.00,0.00,29.99,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,78.80,KSCH 101258Z 00000KT 10SM CLR 26/21 A2999,M
SCH,2020-07-10 13:45,80.60,69.80,69.71,200.00,5.00,0.00,30.00,M,10.00,M,SCT,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,83.90,KSCH 101345Z 20005KT 10SM SCT020 27/21 A3000,M
SCH,2020-07-10 14:45,80.60,69.80,69.71,190.00,4.00,0.00,29.99,M,10.00,M,SCT,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,83.90,KSCH 101445Z 19004KT 10SM SCT020 27/21 A2999,M
SCH,2020-07-10 15:45,82.40,69.80,65.74,160.00,6.00,0.00,29.98,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,86.22,KSCH 101545Z 16006KT 10SM CLR 28/21 A2998,M
SCH,2020-07-10 16:58,84.20,69.80,62.03,200.00,6.00,0.00,29.97,M,10.00,M,BKN,BKN,M,M,3000.00,3700.00,M,M,M,M,M,M,M,M,M,88.43,KSCH 101658Z 20006KT 10SM BKN030 BKN037 29/21 A2997,M
SCH,2020-07-10 17:58,86.00,66.20,51.72,160.00,7.00,0.00,29.95,M,10.00,M,SCT,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,88.39,KSCH 101758Z 16007KT 10SM SCT030 30/19 A2995,M
SCH,2020-07-10 18:55,84.20,68.00,58.32,90.00,5.00,0.00,29.93,M,15.00,M,BKN,M,M,M,5000.00,M,M,M,M,M,M,M,M,M,M,87.40,KSCH 101855Z 09005KT 15SM BKN050 29/20 A2993,M
SCH,2020-07-10 19:46,82.40,68.00,61.81,110.00,5.00,0.00,29.92,M,15.00,M,BKN,OVC,M,M,4700.00,6000.00,M,M,M,M,M,M,M,M,M,85.38,KSCH 101946Z 11005KT 15SM BKN047 OVC060 28/20 A2992,M
SCH,2020-07-10 20:48,80.60,69.80,69.71,100.00,5.00,0.00,29.90,M,15.00,M,BKN,BKN,OVC,M,3600.00,4700.00,6000.00,M,M,M,M,M,M,M,M,83.90,KSCH 102048Z 10005KT 15SM BKN036 BKN047 OVC060 27/21 A2990,M
SCH,2020-07-10 21:55,78.80,71.60,78.62,0.00,0.00,0.00,29.88,M,15.00,M,OVC,M,M,M,3600.00,M,M,M,M,M,M,M,M,M,M,78.80,KSCH 102155Z 00000KT 15SM OVC036 26/22 A2988,M
SCH,2020-07-10 22:55,78.80,73.40,83.55,0.00,0.00,0.00,29.85,M,15.00,M,SCT,SCT,OVC,M,4800.00,6000.00,15000.00,M,M,M,M,M,M,M,M,78.80,KSCH 102255Z 00000KT 15SM SCT048 SCT060 OVC150 26/23 A2985,M
SCH,2020-07-10 23:48,77.00,73.40,88.67,60.00,6.00,0.00,29.83,M,15.00,M,FEW,SCT,SCT,BKN,3500.00,4500.00,10000.00,15000.00,M,M,M,M,M,M,M,77.00,KSCH 102348Z 06006KT 15SM FEW035 SCT045 SCT100 BKN150 25/23 A2983,M
SCH,2020-07-11 00:51,75.20,71.60,88.59,50.00,8.00,0.00,29.81,M,15.00,M,FEW,SCT,BKN,BKN,3500.00,4500.00,8000.00,15000.00,M,M,M,M,M,M,M,75.20,KSCH 110051Z 05008KT 15SM FEW035 SCT045 BKN080 BKN150 24/22 A2981,M
SCH,2020-07-11 01:51,75.20,71.60,88.59,50.00,8.00,0.00,29.80,M,15.00,M,BKN,OVC,M,M,4700.00,6000.00,M,M,M,M,M,M,M,M,M,75.20,KSCH 110151Z 05008KT 15SM BKN047 OVC060 24/22 A2980 RMK LAST,M
SCH,2020-07-11 11:47,73.40,73.40,100.00,170.00,7.00,0.00,29.61,M,15.00,M,SCT,SCT,OVC,M,600.00,1700.00,2800.00,M,M,M,M,M,M,M,M,73.40,KSCH 111147Z 17007KT 15SM SCT006 SCT017 OVC028 23/23 A2961 RMK FIRST,M
SCH,2020-07-11 12:47,75.20,73.40,94.14,180.00,7.00,0.00,29.63,M,15.00,M,SCT,SCT,BKN,M,3500.00,4200.00,4800.00,M,M,M,M,M,M,M,M,75.20,KSCH 111247Z 18007KT 15SM SCT035 SCT042 BKN048 24/23 A2963,M
SCH,2020-07-11 13:53,80.60,73.40,78.76,190.00,8.00,0.00,29.65,M,15.00,M,SCT,BKN,OVC,M,1100.00,3500.00,6500.00,M,M,M,M,M,M,M,M,85.32,KSCH 111353Z 19008KT 15SM SCT011 BKN035 OVC065 27/23 A2965,M
SCH,2020-07-11 14:58,84.20,69.80,62.03,210.00,8.00,0.00,29.65,M,15.00,M,SCT,SCT,M,M,3100.00,3800.00,M,M,M,M,M,M,M,M,M,88.43,KSCH 111458Z 21008KT 15SM SCT031 SCT038 29/21 A2965,M
SCH,2020-07-11 15:50,86.00,71.60,62.25,170.00,7.00,0.00,29.65,M,15.00,M,SCT,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,91.92,KSCH 111550Z 17007KT 15SM SCT030 30/22 A2965,M
SCH,2020-07-11 16:50,87.80,71.60,58.78,180.00,11.00,0.00,29.64,M,15.00,15.00,SCT,SCT,BKN,M,3300.00,4200.00,5500.00,M,M,M,M,M,M,M,M,94.18,KSCH 111650Z 18011G15KT 15SM SCT033 SCT042 BKN055 31/22 A2964,M
SCH,2020-07-11 17:48,86.00,71.60,62.25,170.00,9.00,0.00,29.62,M,15.00,14.00,SCT,SCT,BKN,M,4300.00,7000.00,8000.00,M,M,M,M,M,M,M,M,91.92,KSCH 111748Z 17009G14KT 15SM SCT043 SCT070 BKN080 30/22 A2962,M
SCH,2020-07-11 18:55,87.80,71.60,58.78,160.00,9.00,0.00,29.60,M,15.00,18.00,SCT,SCT,M,M,6000.00,8000.00,M,M,M,M,M,M,M,M,M,94.18,KSCH 111855Z 16009G18KT 15SM SCT060 SCT080 31/22 A2960,M
SCH,2020-07-11 19:54,87.80,69.80,55.29,170.00,10.00,0.00,29.59,M,15.00,18.00,SCT,M,M,M,6500.00,M,M,M,M,M,M,M,M,M,M,92.71,KSCH 111954Z 17010G18KT 15SM SCT065 31/21 A2959,M
SCH,2020-07-11 20:29,87.80,69.80,55.29,180.00,10.00,0.00,29.57,M,15.00,19.00,SCT,SCT,SCT,M,6000.00,7000.00,12000.00,M,TS,M,M,M,M,M,M,92.71,KSCH 112029Z 18010G19KT 15SM TS SCT060 SCT070 SCT120 31/21 A2957 RMK TSB 27 TS SW MOVG NE OCNL LTGIC,M
SCH,2020-07-11 20:48,84.20,69.80,62.03,190.00,10.00,0.00,29.59,M,15.00,19.00,SCT,SCT,BKN,M,5000.00,7000.00,12000.00,M,-TSRA,M,M,M,M,M,M,88.43,KSCH 112048Z 19010G19KT 15SM -TSRA SCT050 SCT070 BKN120 29/21 A2959 RMK TS W MOVG NE OCNL LTGICCG,M
SCH,2020-07-11 21:12,80.60,71.60,74.11,290.00,5.00,0.00,29.58,M,15.00,M,SCT,SCT,BKN,M,4300.00,6000.00,11000.00,M,M,M,M,M,M,M,M,84.57,KSCH 112112Z 29005KT 15SM SCT043 SCT060 BKN110 27/22 A2958 RMK TS E 10 MOVD NE,M
SCH,2020-07-11 21:55,87.80,69.80,55.29,170.00,10.00,0.00,29.57,M,15.00,16.00,SCT,SCT,BKN,M,4300.00,6000.00,11000.00,M,M,M,M,M,M,M,M,92.71,KSCH 112155Z 17010G16KT 15SM SCT043 SCT060 BKN110 31/21 A2957,M
SCH,2020-07-11 22:48,82.40,71.60,69.90,180.00,11.00,0.00,29.57,M,15.00,20.00,SCT,SCT,M,M,7000.00,9500.00,M,M,M,M,M,M,M,M,M,87.18,KSCH 112248Z 18011G20KT 15SM SCT070 SCT095 28/22 A2957,M
SCH,2020-07-11 23:46,80.60,68.00,65.54,180.00,12.00,0.00,29.58,M,15.00,20.00,SCT,SCT,SCT,M,6000.00,8000.00,9000.00,M,M,M,M,M,M,M,M,83.29,KSCH 112346Z 18012G20KT 15SM SCT060 SCT080 SCT090 27/20 A2958,M
SCH,2020-07-12 00:49,78.80,69.80,73.95,180.00,8.00,0.00,29.58,M,15.00,M,SCT,SCT,SCT,M,5000.00,8000.00,9500.00,M,M,M,M,M,M,M,M,78.80,KSCH 120049Z 18008KT 15SM SCT050 SCT080 SCT095 26/21 A2958 RMK LAST,M
SCH,2020-07-12 12:55,75.20,66.20,73.61,270.00,13.00,0.00,29.65,M,15.00,16.00,OVC,M,M,M,2200.00,M,M,M,M,M,M,M,M,M,M,75.20,KSCH 121255Z 27013G16KT 15SM OVC022 24/19 A2965,M
SCH,2020-07-12 13:52,75.20,66.20,73.61,290.00,10.00,0.00,29.67,M,15.00,15.00,BKN,BKN,OVC,M,2200.00,2800.00,3400.00,M,M,M,M,M,M,M,M,75.20,KSCH 121352Z 29010G15KT 15SM BKN022 BKN028 OVC034 24/19 A2967,M
SCH,2020-07-12 14:50,78.80,66.20,65.33,290.00,13.00,0.00,29.67,M,15.00,19.00,BKN,BKN,BKN,M,2700.00,3500.00,6500.00,M,M,M,M,M,M,M,M,78.80,KSCH 121450Z 29013G19KT 15SM BKN027 BKN035 BKN065 26/19 A2967,M
SCH,2020-07-12 15:59,80.60,66.20,61.58,260.00,13.00,0.00,29.68,M,15.00,18.00,BKN,BKN,M,M,4000.00,4600.00,M,M,M,M,M,M,M,M,M,82.75,KSCH 121559Z 26013G18KT 15SM BKN040 BKN046 27/19 A2968,M
SCH,2020-07-12 16:50,82.40,66.20,58.08,290.00,11.00,0.00,29.68,M,15.00,18.00,SCT,SCT,SCT,M,3400.00,4000.00,6000.00,M,M,M,M,M,M,M,M,84.63,KSCH 121650Z 29011G18KT 15SM SCT034 SCT040 SCT060 28/19 A2968,M
SCH,2020-07-12 17:47,84.20,64.40,51.47,290.00,10.00,0.00,29.68,M,15.00,16.00,SCT,SCT,M,M,3800.00,5000.00,M,M,M,M,M,M,M,M,M,85.71,KSCH 121747Z 29010G16KT 15SM SCT038 SCT050 29/18 A2968,M
SCH,2020-07-12 18:55,86.00,62.60,45.61,280.00,12.00,0.00,29.67,M,15.00,16.00,SCT,SCT,M,M,3800.00,5000.00,M,M,M,M,M,M,M,M,M,86.72,KSCH 121855Z 28012G16KT 15SM SCT038 SCT050 30/17 A2967,M
SCH,2020-07-12 19:55,86.00,62.60,45.61,280.00,10.00,0.00,29.67,M,15.00,17.00,SCT,M,M,M,5500.00,M,M,M,M,M,M,M,M,M,M,86.72,KSCH 121955Z 28010G17KT 15SM SCT055 30/17 A2967,M
SCH,2020-07-12 22:55,82.40,60.80,48.05,270.00,6.00,0.00,29.69,M,15.00,M,SCT,SCT,M,M,5500.00,25000.00,M,M,M,M,M,M,M,M,M,82.90,KSCH 122255Z 27006KT 15SM SCT055 SCT250 28/16 A2969,M
SCH,2020-07-12 23:54,77.00,60.80,57.36,260.00,8.00,0.00,29.70,M,15.00,M,SCT,BKN,BKN,M,5500.00,9000.00,25000.00,M,M,M,M,M,M,M,M,77.00,KSCH 122354Z 26008KT 15SM SCT055 BKN090 BKN250 25/16 A2970 RMK VCSH N,M
SCH,2020-07-13 00:55,73.40,64.40,73.44,240.00,6.00,0.00,29.72,M,15.00,M,SCT,BKN,M,M,5500.00,11000.00,M,M,M,M,M,M,M,M,M,73.40,KSCH 130055Z 24006KT 15SM SCT055 BKN110 23/18 A2972 RMK LAST,M
SCH,2020-07-13 11:45,71.60,62.60,73.27,270.00,5.00,0.00,29.79,M,15.00,M,BKN,OVC,M,M,4600.00,5500.00,M,M,M,M,M,M,M,M,M,71.60,KSCH 131145Z 27005KT 15SM BKN046 OVC055 22/17 A2979 RMK FIRST,M
SCH,2020-07-13 12:57,75.20,62.60,64.91,260.00,5.00,0.00,29.79,M,15.00,M,BKN,M,M,M,5500.00,M,M,M,M,M,M,M,M,M,M,75.20,KSCH 131257Z 26005KT 15SM BKN055 24/17 A2979,M
SCH,2020-07-13 13:46,75.20,64.40,69.14,280.00,8.00,0.00,29.80,M,15.00,M,BKN,M,M,M,5500.00,M,M,M,M,M,M,M,M,M,M,75.20,KSCH 131346Z 28008KT 15SM BKN055 24/18 A2980,M
SCH,2020-07-13 14:57,78.80,62.60,57.60,290.00,12.00,0.00,29.81,M,15.00,15.00,BKN,M,M,M,5500.00,M,M,M,M,M,M,M,M,M,M,78.80,KSCH 131457Z 29012G15KT 15SM BKN055 26/17 A2981,M
SCH,2020-07-13 15:54,80.60,62.60,54.30,290.00,12.00,0.00,29.80,M,15.00,M,SCT,M,M,M,8500.00,M,M,M,M,M,M,M,M,M,M,81.84,KSCH 131554Z 29012KT 15SM SCT085 27/17 A2980,M
SCH,2020-07-13 16:51,82.40,62.60,51.21,270.00,7.00,0.00,29.78,M,15.00,M,SCT,M,M,M,8500.00,M,M,M,M,M,M,M,M,M,M,83.41,KSCH 131651Z 27007KT 15SM SCT085 28/17 A2978,M
SCH,2020-07-13 17:51,84.20,60.80,45.34,280.00,8.00,0.00,29.78,M,15.00,M,SCT,M,M,M,8500.00,M,M,M,M,M,M,M,M,M,M,84.43,KSCH 131751Z 28008KT 15SM SCT085 29/16 A2978,M
SCH,2020-07-13 18:51,84.20,59.00,42.52,300.00,6.00,0.00,29.77,M,15.00,M,FEW,M,M,M,8500.00,M,M,M,M,M,M,M,M,M,M,83.92,KSCH 131851Z 30006KT 15SM FEW085 29/15 A2977,M
SCH,2020-07-13 19:45,84.20,59.00,42.52,310.00,9.00,0.00,29.77,M,15.00,M,FEW,M,M,M,8500.00,M,M,M,M,M,M,M,M,M,M,83.92,KSCH 131945Z 31009KT 15SM FEW085 29/15 A2977,M
SCH,2020-07-13 20:52,82.40,60.80,48.05,300.00,9.00,0.00,29.77,M,15.00,16.00,SCT,M,M,M,6500.00,M,M,M,M,M,M,M,M,M,M,82.90,KSCH 132052Z 30009G16KT 15SM SCT065 28/16 A2977,M
SCH,2020-07-13 21:59,84.20,59.00,42.52,280.00,10.00,0.00,29.78,M,15.00,16.00,BKN,M,M,M,11000.00,M,M,M,M,M,M,M,M,M,M,83.92,KSCH 132159Z 28010G16KT 15SM BKN110 29/15 A2978,M
SCH,2020-07-13 22:49,80.60,60.80,50.95,290.00,8.00,0.00,29.80,M,15.00,M,SCT,BKN,M,M,9500.00,12000.00,M,M,M,M,M,M,M,M,M,81.46,KSCH 132249Z 29008KT 15SM SCT095 BKN120 27/16 A2980,M
SCH,2020-07-13 23:49,75.20,57.20,53.55,350.00,9.00,0.00,29.83,M,15.00,M,SCT,BKN,OVC,M,4900.00,8500.00,12000.00,M,M,M,M,M,M,M,M,75.20,KSCH 132349Z 35009KT 15SM SCT049 BKN085 OVC120 24/14 A2983,M
SCH,2020-07-14 00:55,75.20,60.80,60.90,320.00,3.00,0.00,29.85,M,15.00,M,OVC,M,M,M,8500.00,M,M,M,M,M,M,M,M,M,M,75.20,KSCH 140055Z 32003KT 15SM OVC085 24/16 A2985,M
SCH,2020-07-14 01:46,73.40,60.80,64.69,310.00,5.00,0.00,29.87,M,10.00,M,BKN,OVC,M,M,9500.00,11000.00,M,M,M,M,M,M,M,M,M,73.40,KSCH 140146Z 31005KT 10SM BKN095 OVC110 23/16 A2987 RMK LAST,M
SCH,2020-07-14 11:48,68.00,64.40,88.26,300.00,6.00,0.00,29.96,M,15.00,M,BKN,OVC,M,M,9500.00,11000.00,M,M,M,M,M,M,M,M,M,68.00,KSCH 141148Z 30006KT 15SM BKN095 OVC110 20/18 A2996 RMK FIRST,M
SCH,2020-07-14 12:55,71.60,64.40,78.04,300.00,5.00,0.00,29.96,M,15.00,M,FEW,FEW,M,M,4500.00,12000.00,M,M,M,M,M,M,M,M,M,71.60,KSCH 141255Z 30005KT 15SM FEW045 FEW120 5FEW250 22/18 A2996,M
SCH,2020-07-14 13:55,73.40,64.40,73.44,310.00,6.00,0.00,29.96,M,15.00,M,FEW,FEW,M,M,5500.00,12000.00,M,M,M,M,M,M,M,M,M,73.40,KSCH 141355Z 31006KT 15SM FEW055 FEW120 5FEW250 23/18 A2996,M
SCH,2020-07-14 14:54,75.20,64.40,69.14,320.00,5.00,0.00,29.96,M,15.00,M,SCT,BKN,BKN,M,2500.00,3000.00,25000.00,M,M,M,M,M,M,M,M,75.20,KSCH 141454Z 32005KT 15SM SCT025 BKN030 BKN250 24/18 A2996,M
SCH,2020-07-14 15:50,77.00,62.60,61.13,320.00,7.00,0.00,29.97,M,15.00,M,SCT,BKN,BKN,BKN,2700.00,3400.00,4800.00,25000.00,M,M,M,M,M,M,M,77.00,KSCH 141550Z 32007KT 15SM SCT027 BKN034 BKN048 BKN250 25/17 A2997,M
SCH,2020-07-14 15:51,77.00,62.60,61.13,320.00,7.00,0.00,29.97,M,15.00,M,SCT,BKN,BKN,BKN,2700.00,3400.00,4800.00,25000.00,M,M,M,M,M,M,M,77.00,KSCH 141551Z 32007KT 15SM SCT027 BKN034 BKN048 BKN250 25/17 A2997 RMK VCSH N,M
SCH,2020-07-14 16:55,75.20,66.20,73.61,320.00,7.00,0.00,29.96,M,15.00,M,FEW,FEW,SCT,BKN,2700.00,3400.00,12000.00,25000.00,M,M,M,M,M,M,M,75.20,KSCH 141655Z 32007KT 15SM FEW027 FEW034 SCT120 BKN250 24/19 A2996 RMK VCSH N,M
SCH,2020-07-14 17:52,80.60,64.40,57.84,290.00,10.00,0.00,29.96,M,15.00,16.00,FEW,SCT,BKN,M,3100.00,12000.00,25000.00,M,M,M,M,M,M,M,M,82.27,KSCH 141752Z 29010G16KT 15SM FEW031 SCT120 BKN250 27/18 A2996 RMK VCSH NW-NE,M
SCH,2020-07-14 18:47,75.20,62.60,64.91,350.00,7.00,0.00,30.00,M,15.00,M,SCT,BKN,OVC,M,7000.00,9000.00,11000.00,M,M,M,M,M,M,M,M,75.20,KSCH 141847Z 35007KT 15SM SCT070 BKN090 OVC110 24/17 A3000 RMK VCSH NW-NE,M
SCH,2020-07-14 19:45,73.40,64.40,73.44,30.00,8.00,0.00,30.00,M,15.00,M,SCT,SCT,M,M,4200.00,12000.00,M,M,M,M,M,M,M,M,M,73.40,KSCH 141945Z 03008KT 15SM SCT042 SCT120 23/18 A3000,M
SCH,2020-07-14 20:53,78.80,62.60,57.60,30.00,7.00,0.00,30.00,M,15.00,M,SCT,M,M,M,12000.00,M,M,M,M,M,M,M,M,M,M,78.80,KSCH 142053Z 03007KT 15SM SCT120 26/17 A3000,M
SCH,2020-07-14 21:54,78.80,62.60,57.60,30.00,9.00,0.00,30.02,M,15.00,M,SCT,M,M,M,11000.00,M,M,M,M,M,M,M,M,M,M,78.80,KSCH 142154Z 03009KT 15SM SCT110 26/17 A3002,M
SCH,2020-07-14 22:45,78.80,64.40,61.36,40.00,3.00,0.00,30.03,M,15.00,M,SCT,SCT,M,M,3300.00,12000.00,M,M,M,M,M,M,M,M,M,78.80,KSCH 142245Z 04003KT 15SM SCT033 SCT120 26/18 A3003,M
SCH,2020-07-14 23:47,75.20,64.40,69.14,10.00,4.00,0.00,30.05,M,15.00,M,SCT,M,M,M,11000.00,M,M,M,M,M,M,M,M,M,M,75.20,KSCH 142347Z 01004KT 15SM SCT110 24/18 A3005,M
SCH,2020-07-15 00:45,73.40,62.60,68.94,30.00,3.00,0.00,30.07,M,15.00,M,SCT,M,M,M,12000.00,M,M,M,M,M,M,M,M,M,M,73.40,KSCH 150045Z 03003KT 15SM SCT120 23/17 A3007,M
SCH,2020-07-15 01:46,69.80,62.60,77.90,0.00,0.00,0.00,30.08,M,15.00,M,SCT,M,M,M,12000.00,M,M,M,M,M,M,M,M,M,M,69.80,KSCH 150146Z 00000KT 15SM SCT120 21/17 A3008 RMK LAST,M
SCH,2020-07-15 11:55,68.00,64.40,88.26,0.00,0.00,0.00,30.19,M,15.00,M,SCT,BKN,M,M,2000.00,8000.00,M,M,M,M,M,M,M,M,M,68.00,KSCH 151155Z 00000KT 15SM SCT020 BKN080 20/18 A3019 RMK FIRST,M
SCH,2020-07-15 12:55,71.60,64.40,78.04,0.00,0.00,0.00,30.19,M,15.00,M,SCT,BKN,M,M,1400.00,8000.00,M,M,M,M,M,M,M,M,M,71.60,KSCH 151255Z 00000KT 15SM SCT014 BKN080 22/18 A3019,M
SCH,2020-07-15 13:47,71.60,64.40,78.04,70.00,5.00,0.00,30.19,M,15.00,M,BKN,OVC,M,M,1600.00,8000.00,M,M,M,M,M,M,M,M,M,71.60,KSCH 151347Z 07005KT 15SM BKN016 OVC080 22/18 A3019,M
SCH,2020-07-15 14:50,73.40,64.40,73.44,10.00,4.00,0.00,30.19,M,15.00,M,BKN,M,M,M,1800.00,M,M,M,M,M,M,M,M,M,M,73.40,KSCH 151450Z 01004KT 15SM BKN018 23/18 A3019,M
SCH,2020-07-15 15:55,77.00,64.40,65.12,210.00,4.00,0.00,30.19,M,15.00,M,SCT,SCT,BKN,M,2500.00,3600.00,6000.00,M,M,M,M,M,M,M,M,77.00,KSCH 151555Z 21004KT 15SM SCT025 SCT036 BKN060 25/18 A3019,M
SCH,2020-07-15 17:48,80.60,62.60,54.30,120.00,4.00,0.00,30.19,M,15.00,M,SCT,SCT,M,M,3700.00,6000.00,M,M,M,M,M,M,M,M,M,81.84,KSCH 151748Z 12004KT 15SM SCT037 SCT060 27/17 A3019,M
SCH,2020-07-15 18:49,82.40,64.40,54.55,120.00,4.00,0.00,30.18,M,15.00,M,FEW,FEW,M,M,4000.00,6000.00,M,M,M,M,M,M,M,M,M,83.98,KSCH 151849Z 12004KT 15SM FEW040 FEW060 28/18 A3018,M
SCH,2020-07-15 19:46,84.20,60.80,45.34,90.00,4.00,0.00,30.18,M,15.00,M,SCT,M,M,M,5500.00,M,M,M,M,M,M,M,M,M,M,84.43,KSCH 151946Z 09004KT 15SM SCT055 29/16 A3018,M
SCH,2020-07-15 20:50,84.20,59.00,42.52,90.00,3.00,0.00,30.17,M,15.00,M,SCT,M,M,M,6500.00,M,M,M,M,M,M,M,M,M,M,83.92,KSCH 152050Z 09003KT 15SM SCT065 29/15 A3017,M
SCH,2020-07-15 21:54,84.20,57.20,39.86,100.00,4.00,0.00,30.16,M,15.00,M,FEW,M,M,M,6500.00,M,M,M,M,M,M,M,M,M,M,83.47,KSCH 152154Z 10004KT 15SM FEW065 29/14 A3016,M
SCH,2020-07-15 22:53,84.20,57.20,39.86,90.00,7.00,0.00,30.16,M,15.00,M,FEW,M,M,M,8500.00,M,M,M,M,M,M,M,M,M,M,83.47,KSCH 152253Z 09007KT 15SM FEW085 29/14 A3016,M
SCH,2020-07-15 23:59,78.80,62.60,57.60,100.00,4.00,0.00,30.17,M,15.00,M,FEW,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,78.80,KSCH 152359Z 10004KT 15SM FEW100 26/17 A3017,M
SCH,2020-07-16 00:46,77.00,62.60,61.13,110.00,3.00,0.00,30.17,M,15.00,M,SCT,M,M,M,8000.00,M,M,M,M,M,M,M,M,M,M,77.00,KSCH 160046Z 11003KT 15SM SCT080 25/17 A3017,M
SCH,2020-07-16 01:45,75.20,62.60,64.91,170.00,4.00,0.00,30.18,M,10.00,M,BKN,M,M,M,8000.00,M,M,M,M,M,M,M,M,M,M,75.20,KSCH 160145Z 17004KT 10SM BKN080 24/17 A3018 RMK LAST,M
SCH,2020-07-16 11:47,69.80,62.60,77.90,170.00,8.00,0.00,30.28,M,15.00,16.00,FEW,BKN,M,M,2500.00,3500.00,M,M,M,M,M,M,M,M,M,69.80,KSCH 161147Z 17008G16KT 15SM FEW025 BKN035 21/17 A3028 RMK FIRST,M
SCH,2020-07-16 12:52,71.60,62.60,73.27,190.00,10.00,0.00,30.27,M,15.00,18.00,FEW,BKN,BKN,M,1800.00,3500.00,25000.00,M,M,M,M,M,M,M,M,71.60,KSCH 161252Z 19010G18KT 15SM FEW018 BKN035 BKN250 22/17 A3027,M
